"provinsi","kategori","kode_prov","kode_kategori","variable","value"
"Bali","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","51","O","Input Antara Domestik","3644862.4786744"
"Bali","Jasa Pendidikan","51","P","Input Antara Domestik","2262874.2081815"
"Bali","Jasa Kesehatan dan Kegiatan Sosial","51","Q","Input Antara Domestik","1503128.055106"
"Bali","Jasa Lainnya","51","RSTU","Input Antara Domestik","3301508.2271752"
"Nusa Tenggara Barat","Pertanian, Kehutanan, dan Perikanan","52","A","Input Antara Domestik","4498556.4212247"
"Nusa Tenggara Barat","Pertambangan dan Penggalian ","52","B","Input Antara Domestik","4792271.1865499"
"Nusa Tenggara Barat","Industri Pengolahan","52","C","Input Antara Domestik","13537204.565152"
"Nusa Tenggara Barat","Pengadaan Listrik dan Gas","52","D","Input Antara Domestik","3298541.2558802"
"Nusa Tenggara Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","52","E","Input Antara Domestik","58306.083838093"
"Nusa Tenggara Barat","Konstruksi","52","F","Input Antara Domestik","9871713.4270361"
"Nusa Tenggara Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","52","G","Input Antara Domestik","3881925.2691938"
"Nusa Tenggara Barat","Transportasi dan Pergudangan ","52","H","Input Antara Domestik","5485863.9124257"
"Nusa Tenggara Barat","Penyediaan Akomodasi dan Makan Minum","52","I","Input Antara Domestik","3683291.8728308"
"Nusa Tenggara Barat","Informasi dan Komunikasi","52","J","Input Antara Domestik","913158.93802299"
"Nusa Tenggara Barat","Jasa Keuangan dan Asuransi","52","K","Input Antara Domestik","654380.48813962"
"Nusa Tenggara Barat","Real Estate","52","L","Input Antara Domestik","1365100.805178"
"Nusa Tenggara Barat","Jasa Perusahaan","52","MN","Input Antara Domestik","670604.20872258"
"Nusa Tenggara Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","52","O","Input Antara Domestik","2684423.8484389"
"Nusa Tenggara Barat","Jasa Pendidikan","52","P","Input Antara Domestik","1539328.9429347"
"Nusa Tenggara Barat","Jasa Kesehatan dan Kegiatan Sosial","52","Q","Input Antara Domestik","768444.85042464"
"Nusa Tenggara Barat","Jasa Lainnya","52","RSTU","Input Antara Domestik","1108973.7239225"
"Nusa Tenggara Timur","Pertanian, Kehutanan, dan Perikanan","53","A","Input Antara Domestik","4082397.0731114"
"Nusa Tenggara Timur","Pertambangan dan Penggalian ","53","B","Input Antara Domestik","316353.69847255"
"Nusa Tenggara Timur","Industri Pengolahan","53","C","Input Antara Domestik","6245586.2705632"
"Nusa Tenggara Timur","Pengadaan Listrik dan Gas","53","D","Input Antara Domestik","2047934.2871236"
"Nusa Tenggara Timur","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","53","E","Input Antara Domestik","53697.924749623"
"Nusa Tenggara Timur","Konstruksi","53","F","Input Antara Domestik","4340063.773021"
"Nusa Tenggara Timur","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","53","G","Input Antara Domestik","3517947.6205629"
"Nusa Tenggara Timur","Transportasi dan Pergudangan ","53","H","Input Antara Domestik","3436309.5644834"
"Nusa Tenggara Timur","Penyediaan Akomodasi dan Makan Minum","53","I","Input Antara Domestik","1551163.8255216"
"Nusa Tenggara Timur","Informasi dan Komunikasi","53","J","Input Antara Domestik","1405429.5275561"
"Nusa Tenggara Timur","Jasa Keuangan dan Asuransi","53","K","Input Antara Domestik","478587.32406591"
"Nusa Tenggara Timur","Real Estate","53","L","Input Antara Domestik","679935.05837769"
"Nusa Tenggara Timur","Jasa Perusahaan","53","MN","Input Antara Domestik","206192.07262989"
"Nusa Tenggara Timur","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","53","O","Input Antara Domestik","3683637.9674725"
"Nusa Tenggara Timur","Jasa Pendidikan","53","P","Input Antara Domestik","1952856.0442922"
"Nusa Tenggara Timur","Jasa Kesehatan dan Kegiatan Sosial","53","Q","Input Antara Domestik","875475.08618736"
"Nusa Tenggara Timur","Jasa Lainnya","53","RSTU","Input Antara Domestik","944431.25609072"
"Kalimantan Barat","Pertanian, Kehutanan, dan Perikanan","61","A","Input Antara Domestik","8702096.1569054"
"Kalimantan Barat","Pertambangan dan Penggalian ","61","B","Input Antara Domestik","1480412.6203002"
"Kalimantan Barat","Industri Pengolahan","61","C","Input Antara Domestik","23502642.635981"
"Kalimantan Barat","Pengadaan Listrik dan Gas","61","D","Input Antara Domestik","3650237.2312828"
"Kalimantan Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","61","E","Input Antara Domestik","192201.00577935"
"Kalimantan Barat","Konstruksi","61","F","Input Antara Domestik","8819373.2494135"
"Kalimantan Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","61","G","Input Antara Domestik","7295712.3854506"
"Kalimantan Barat","Transportasi dan Pergudangan ","61","H","Input Antara Domestik","6183128.2726886"
"Kalimantan Barat","Penyediaan Akomodasi dan Makan Minum","61","I","Input Antara Domestik","5365355.9165483"
"Kalimantan Barat","Informasi dan Komunikasi","61","J","Input Antara Domestik","2557919.8829469"
"Kalimantan Barat","Jasa Keuangan dan Asuransi","61","K","Input Antara Domestik","1199744.6335342"
"Kalimantan Barat","Real Estate","61","L","Input Antara Domestik","1254742.236456"
"Kalimantan Barat","Jasa Perusahaan","61","MN","Input Antara Domestik","725677.67639984"
"Kalimantan Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","61","O","Input Antara Domestik","4167444.7319649"
"Kalimantan Barat","Jasa Pendidikan","61","P","Input Antara Domestik","1482911.8723973"
"Kalimantan Barat","Jasa Kesehatan dan Kegiatan Sosial","61","Q","Input Antara Domestik","902386.46238591"
"Kalimantan Barat","Jasa Lainnya","61","RSTU","Input Antara Domestik","1447610.1731087"
"Kalimantan Tengah","Pertanian, Kehutanan, dan Perikanan","62","A","Input Antara Domestik","5953774.3130583"
"Kalimantan Tengah","Pertambangan dan Penggalian ","62","B","Input Antara Domestik","4519456.0125577"
"Kalimantan Tengah","Industri Pengolahan","62","C","Input Antara Domestik","33312896.565792"
"Kalimantan Tengah","Pengadaan Listrik dan Gas","62","D","Input Antara Domestik","1688462.9186718"
"Kalimantan Tengah","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","62","E","Input Antara Domestik","122471.07686269"
"Kalimantan Tengah","Konstruksi","62","F","Input Antara Domestik","7602986.4550401"
"Kalimantan Tengah","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","62","G","Input Antara Domestik","3090103.8035663"
"Kalimantan Tengah","Transportasi dan Pergudangan ","62","H","Input Antara Domestik","6335895.2597503"
"Kalimantan Tengah","Penyediaan Akomodasi dan Makan Minum","62","I","Input Antara Domestik","2787704.9746804"
"Kalimantan Tengah","Informasi dan Komunikasi","62","J","Input Antara Domestik","604711.71851145"
"Kalimantan Tengah","Jasa Keuangan dan Asuransi","62","K","Input Antara Domestik","362950.34555364"
"Kalimantan Tengah","Real Estate","62","L","Input Antara Domestik","862748.49918829"
"Kalimantan Tengah","Jasa Perusahaan","62","MN","Input Antara Domestik","298289.17185603"
"Kalimantan Tengah","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","62","O","Input Antara Domestik","2690378.3586704"
"Kalimantan Tengah","Jasa Pendidikan","62","P","Input Antara Domestik","894803.34181095"
"Kalimantan Tengah","Jasa Kesehatan dan Kegiatan Sosial","62","Q","Input Antara Domestik","468568.9381829"
"Kalimantan Tengah","Jasa Lainnya","62","RSTU","Input Antara Domestik","601797.0158337"
"Kalimantan Selatan","Pertanian, Kehutanan, dan Perikanan","63","A","Input Antara Domestik","4975221.0555479"
"Kalimantan Selatan","Pertambangan dan Penggalian ","63","B","Input Antara Domestik","16045297.56297"
"Kalimantan Selatan","Industri Pengolahan","63","C","Input Antara Domestik","23903256.622767"
"Kalimantan Selatan","Pengadaan Listrik dan Gas","63","D","Input Antara Domestik","4580053.1884554"
"Kalimantan Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","63","E","Input Antara Domestik","208052.35822256"
"Kalimantan Selatan","Konstruksi","63","F","Input Antara Domestik","8555380.9140696"
"Kalimantan Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","63","G","Input Antara Domestik","4063251.619466"
"Kalimantan Selatan","Transportasi dan Pergudangan ","63","H","Input Antara Domestik","5520970.3191539"
"Kalimantan Selatan","Penyediaan Akomodasi dan Makan Minum","63","I","Input Antara Domestik","3636511.2017731"
"Kalimantan Selatan","Informasi dan Komunikasi","63","J","Input Antara Domestik","2394112.6270482"
"Kalimantan Selatan","Jasa Keuangan dan Asuransi","63","K","Input Antara Domestik","908942.022176"
"Kalimantan Selatan","Real Estate","63","L","Input Antara Domestik","779638.17670431"
"Kalimantan Selatan","Jasa Perusahaan","63","MN","Input Antara Domestik","1729338.6784537"
"Kalimantan Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","63","O","Input Antara Domestik","3610559.1224561"
"Kalimantan Selatan","Jasa Pendidikan","63","P","Input Antara Domestik","1186845.2400713"
"Kalimantan Selatan","Jasa Kesehatan dan Kegiatan Sosial","63","Q","Input Antara Domestik","1016629.0129169"
"Kalimantan Selatan","Jasa Lainnya","63","RSTU","Input Antara Domestik","796555.47329982"
"Kalimantan Timur","Pertanian, Kehutanan, dan Perikanan","64","A","Input Antara Domestik","11450748.683185"
"Kalimantan Timur","Pertambangan dan Penggalian ","64","B","Input Antara Domestik","92561207.562326"
"Kalimantan Timur","Industri Pengolahan","64","C","Input Antara Domestik","101317491.75874"
"Kalimantan Timur","Pengadaan Listrik dan Gas","64","D","Input Antara Domestik","7424433.407451"
"Kalimantan Timur","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","64","E","Input Antara Domestik","234276.56420587"
"Kalimantan Timur","Konstruksi","64","F","Input Antara Domestik","29931540.672445"
"Kalimantan Timur","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","64","G","Input Antara Domestik","14766984.354187"
"Kalimantan Timur","Transportasi dan Pergudangan ","64","H","Input Antara Domestik","21311067.203815"
"Kalimantan Timur","Penyediaan Akomodasi dan Makan Minum","64","I","Input Antara Domestik","5850080.9126432"
"Kalimantan Timur","Informasi dan Komunikasi","64","J","Input Antara Domestik","3836134.0070325"
"Kalimantan Timur","Jasa Keuangan dan Asuransi","64","K","Input Antara Domestik","1789092.7417403"
"Kalimantan Timur","Real Estate","64","L","Input Antara Domestik","2467033.6453249"
"Kalimantan Timur","Jasa Perusahaan","64","MN","Input Antara Domestik","2442400.9989491"
"Kalimantan Timur","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","64","O","Input Antara Domestik","4357208.4930571"
"Kalimantan Timur","Jasa Pendidikan","64","P","Input Antara Domestik","2065886.1568181"
"Kalimantan Timur","Jasa Kesehatan dan Kegiatan Sosial","64","Q","Input Antara Domestik","1994979.7852085"
"Kalimantan Timur","Jasa Lainnya","64","RSTU","Input Antara Domestik","1719557.7622642"
"Kalimantan Utara","Pertanian, Kehutanan, dan Perikanan","65","A","Input Antara Domestik","2387816.7716039"
"Kalimantan Utara","Pertambangan dan Penggalian ","65","B","Input Antara Domestik","3633011.0277509"
"Kalimantan Utara","Industri Pengolahan","65","C","Input Antara Domestik","5886740.5519138"
"Kalimantan Utara","Pengadaan Listrik dan Gas","65","D","Input Antara Domestik","1288271.3866757"
"Kalimantan Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","65","E","Input Antara Domestik","8814.6200947435"
"Kalimantan Utara","Konstruksi","65","F","Input Antara Domestik","2344508.6631885"
"Kalimantan Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","65","G","Input Antara Domestik","1567426.6107644"
"Kalimantan Utara","Transportasi dan Pergudangan ","65","H","Input Antara Domestik","2497423.736148"
"Kalimantan Utara","Penyediaan Akomodasi dan Makan Minum","65","I","Input Antara Domestik","650767.28152863"
"Kalimantan Utara","Informasi dan Komunikasi","65","J","Input Antara Domestik","397685.31176521"
"Kalimantan Utara","Jasa Keuangan dan Asuransi","65","K","Input Antara Domestik","201997.35304616"
"Kalimantan Utara","Real Estate","65","L","Input Antara Domestik","207811.81882193"
"Kalimantan Utara","Jasa Perusahaan","65","MN","Input Antara Domestik","220369.5809272"
"Kalimantan Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","65","O","Input Antara Domestik","1164322.4410519"
"Kalimantan Utara","Jasa Pendidikan","65","P","Input Antara Domestik","242165.37960909"
"Kalimantan Utara","Jasa Kesehatan dan Kegiatan Sosial","65","Q","Input Antara Domestik","197471.90406791"
"Kalimantan Utara","Jasa Lainnya","65","RSTU","Input Antara Domestik","342390.90398206"
"Sulawesi Utara","Pertanian, Kehutanan, dan Perikanan","71","A","Input Antara Domestik","3124460.366584"
"Sulawesi Utara","Pertambangan dan Penggalian ","71","B","Input Antara Domestik","896347.45007697"
"Sulawesi Utara","Industri Pengolahan","71","C","Input Antara Domestik","14234753.771157"
"Sulawesi Utara","Pengadaan Listrik dan Gas","71","D","Input Antara Domestik","2809362.3105958"
"Sulawesi Utara","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","71","E","Input Antara Domestik","89254.465229063"
"Sulawesi Utara","Konstruksi","71","F","Input Antara Domestik","10380408.474915"
"Sulawesi Utara","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","71","G","Input Antara Domestik","3952241.8996834"
"Sulawesi Utara","Transportasi dan Pergudangan ","71","H","Input Antara Domestik","9154965.7876149"
"Sulawesi Utara","Penyediaan Akomodasi dan Makan Minum","71","I","Input Antara Domestik","2218113.1464282"
"Sulawesi Utara","Informasi dan Komunikasi","71","J","Input Antara Domestik","2052170.2148305"
"Sulawesi Utara","Jasa Keuangan dan Asuransi","71","K","Input Antara Domestik","1205682.3159772"
"Sulawesi Utara","Real Estate","71","L","Input Antara Domestik","374470.29082721"
"Sulawesi Utara","Jasa Perusahaan","71","MN","Input Antara Domestik","756239.51691477"
"Sulawesi Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","71","O","Input Antara Domestik","2984106.9099943"
"Sulawesi Utara","Jasa Pendidikan","71","P","Input Antara Domestik","1219707.5579338"
"Sulawesi Utara","Jasa Kesehatan dan Kegiatan Sosial","71","Q","Input Antara Domestik","1068245.4707144"
"Sulawesi Utara","Jasa Lainnya","71","RSTU","Input Antara Domestik","1163278.276746"
"Sulawesi Tengah","Pertanian, Kehutanan, dan Perikanan","72","A","Input Antara Domestik","4552133.0590789"
"Sulawesi Tengah","Pertambangan dan Penggalian ","72","B","Input Antara Domestik","3778173.4323345"
"Sulawesi Tengah","Industri Pengolahan","72","C","Input Antara Domestik","16028318.563715"
"Sulawesi Tengah","Pengadaan Listrik dan Gas","72","D","Input Antara Domestik","1900295.496389"
"Sulawesi Tengah","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","72","E","Input Antara Domestik","66417.721396355"
"Sulawesi Tengah","Konstruksi","72","F","Input Antara Domestik","5982757.3284036"
"Sulawesi Tengah","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","72","G","Input Antara Domestik","2533299.0395154"
"Sulawesi Tengah","Transportasi dan Pergudangan ","72","H","Input Antara Domestik","2094499.7310336"
"Sulawesi Tengah","Penyediaan Akomodasi dan Makan Minum","72","I","Input Antara Domestik","1668361.0804649"
"Sulawesi Tengah","Informasi dan Komunikasi","72","J","Input Antara Domestik","1577742.0639984"
"Sulawesi Tengah","Jasa Keuangan dan Asuransi","72","K","Input Antara Domestik","553341.08033193"
"Sulawesi Tengah","Real Estate","72","L","Input Antara Domestik","599888.51520322"
"Sulawesi Tengah","Jasa Perusahaan","72","MN","Input Antara Domestik","185319.66522713"
"Sulawesi Tengah","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","72","O","Input Antara Domestik","2426510.6295049"
"Sulawesi Tengah","Jasa Pendidikan","72","P","Input Antara Domestik","859694.60826912"
"Sulawesi Tengah","Jasa Kesehatan dan Kegiatan Sosial","72","Q","Input Antara Domestik","552940.14419174"
"Sulawesi Tengah","Jasa Lainnya","72","RSTU","Input Antara Domestik","803651.63265688"
"Sulawesi Selatan","Pertanian, Kehutanan, dan Perikanan","73","A","Input Antara Domestik","13121158.534031"
"Sulawesi Selatan","Pertambangan dan Penggalian ","73","B","Input Antara Domestik","2470761.337078"
"Sulawesi Selatan","Industri Pengolahan","73","C","Input Antara Domestik","65954948.636684"
"Sulawesi Selatan","Pengadaan Listrik dan Gas","73","D","Input Antara Domestik","5221784.6671378"
"Sulawesi Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","73","E","Input Antara Domestik","193915.96462694"
"Sulawesi Selatan","Konstruksi","73","F","Input Antara Domestik","52714172.915687"
"Sulawesi Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","73","G","Input Antara Domestik","11951430.010719"
"Sulawesi Selatan","Transportasi dan Pergudangan ","73","H","Input Antara Domestik","13825256.993505"
"Sulawesi Selatan","Penyediaan Akomodasi dan Makan Minum","73","I","Input Antara Domestik","10337711.875212"
"Sulawesi Selatan","Informasi dan Komunikasi","73","J","Input Antara Domestik","4658761.4597761"
"Sulawesi Selatan","Jasa Keuangan dan Asuransi","73","K","Input Antara Domestik","2652472.5079429"
"Sulawesi Selatan","Real Estate","73","L","Input Antara Domestik","1821925.4265223"
"Sulawesi Selatan","Jasa Perusahaan","73","MN","Input Antara Domestik","1762594.2923222"
"Sulawesi Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","73","O","Input Antara Domestik","6717402.8250642"
